"Age","Region","YearsExperience","YearsCurrentJob","JobDescription","JobType","Happiness","Income","Gender","SwitchedJobsLast6Months"
"31 - 33","CABA","10+","6 - 7","Developer","Full-Time",3,37714.2857142857,"M",0
"34 - 36","CABA","10+","10+","Encargado de edificio","Full-Time",4,21428.5714285714,"M",0
"21 - 23","CABA","3 - 5","3 - 4","maestranza","Full-Time",2,8500,"M",0
"24 - 26","CABA","1 - 2","Menos de un año","Tecnico","Full-Time",4,14000,"M",1
"37 - 40","GBA","10+","4 - 5","Developer","Part-Time",2,42857.1428571429,"M",0
"31 - 33","GBA","8 - 10","2 - 3","Lider tecnico","Full-Time",1,21428.5714285714,"M",0
"21 - 23","CABA","1 - 2","Menos de un año","Developer","Full-Time",4,24000,"M",1
"24 - 26","CABA","5 - 7","5 - 6","HelpDesk","Full-Time",1,18571.4285714286,"M",0
"27 - 30","CABA","Menos de un año","Menos de un año","Developer","Full-Time",3,12000,"M",0
"37 - 40","CABA","10+","6 - 7","SysAdmin / DevOps","Full-Time",1,24500,"M",0
"24 - 26","CABA","1 - 2","1 - 2","Administrativo y vendedor","Full-Time",2,15000,"M",0
"27 - 30","GBA","5 - 7","3 - 4","Licenciado en instrumentación quirurgica","Full-Time",3,24285.7142857143,"M",0
"24 - 26","CABA","3 - 5","4 - 5","SysAdmin / DevOps","Freelance",3,13000,"M",0
"31 - 33","CABA","5 - 7","1 - 2","DBA","Full-Time",3,28900,"M",1
"24 - 26","CABA","5 - 7","Menos de un año","SysAdmin / DevOps","Full-Time",4,23500,"M",1
"27 - 30","CABA","3 - 5","2 - 3","Developer","Full-Time",3,26000,"M",0
"27 - 30","GBA","3 - 5","2 - 3","Developer","Full-Time",2,21428.5714285714,"M",0
"31 - 33","GBA","5 - 7","2 - 3","Networking","Full-Time",2,24000,"M",0
"21 - 23","GBA","3 - 5","Menos de un año","Cajero","Full-Time",2,12857.1428571429,"M",0
"37 - 40","GBA","10+","1 - 2","System Integrator","Full-Time",4,47857.1428571429,"M",0
"27 - 30","CABA","3 - 5","Menos de un año","SysAdmin / DevOps","Full-Time",3,31000,"M",1
"21 - 23","GBA","3 - 5","2 - 3","QA / Tester","Full-Time",3,25000,"M",0
"27 - 30","GBA","3 - 5","2 - 3","chofer","Full-Time",3,18857.1428571429,"M",0
"37 - 40","CABA","10+","4 - 5","Developer","Full-Time",3,26000,"M",0
"27 - 30","CABA","8 - 10","1 - 2","Networking","Full-Time",3,32142.8571428571,"M",0
"37 - 40","GBA","10+","5 - 6","SysAdmin / DevOps","Full-Time",4,12672,"M",0
"24 - 26","GBA","5 - 7","4 - 5","Infosec","Full-Time",3,22857.1428571429,"M",0
"24 - 26","GBA","1 - 2","Menos de un año","Designer","Full-Time",3,14566,"M",1
"27 - 30","CABA","3 - 5","2 - 3","Middleware","Full-Time",4,29857.1428571429,"M",0
"21 - 23","GBA","1 - 2","1 - 2","Gráfico","Full-Time",3,12857.1428571429,"M",0
"24 - 26","GBA","5 - 7","1 - 2","HelpDesk","Full-Time",3,19714.2857142857,"M",0
"37 - 40","CABA","3 - 5","2 - 3","Designer","Freelance",1,8000,"M",0
"31 - 33","CABA","3 - 5","Menos de un año","SysAdmin / DevOps","Full-Time",4,30000,"M",1
"31 - 33","CABA","8 - 10","4 - 5","Developer","Full-Time",3,42857.1428571429,"M",0
"34 - 36","GBA","10+","1 - 2","SysAdmin / DevOps","Full-Time",2,30000,"M",0
"37 - 40","GBA","10+","10+","Salud","Part-Time",2,9000,"M",0
"24 - 26","CABA","3 - 5","1 - 2","Developer","Full-Time",3,30000,"M",0
"24 - 26","CABA","5 - 7","4 - 5","SysAdmin / DevOps","Full-Time",3,39000,"M",0
"34 - 36","CABA","10+","Menos de un año","SysAdmin / DevOps","Full-Time",4,50000,"M",1
"24 - 26","GBA","1 - 2","Menos de un año","Tmk","Part-Time",3,14285.7142857143,"M",0
"24 - 26","CABA","8 - 10","1 - 2","administrativo tecnico","Part-Time",3,25000,"M",0
"34 - 36","CABA","8 - 10","4 - 5","QA / Tester","Full-Time",3,31800,"M",0
"31 - 33","CABA","8 - 10","8 - 9","Soporte tecnico","Full-Time",2,22857.1428571429,"M",0
"37 - 40","CABA","8 - 10","9 - 10","Middleware","Full-Time",3,38000,"F",0
"34 - 36","CABA","8 - 10","1 - 2","SysAdmin / DevOps","Full-Time",2,40000,"M",0
"24 - 26","GBA","5 - 7","3 - 4","Adm. De empresa","Part-Time",3,10000,"M",0
"31 - 33","CABA","10+","7 - 8","Networking","Full-Time",4,31428.5714285714,"M",0
"31 - 33","CABA","5 - 7","1 - 2","HelpDesk","Part-Time",3,13000,"M",0
"27 - 30","GBA","10+","9 - 10","bimgo","Full-Time",4,31428.5714285714,"F",0
"34 - 36","GBA","10+","Menos de un año","Gerente It","Full-Time",3,33059,"M",0
"31 - 33","CABA","10+","2 - 3","Networking","Full-Time",3,20000,"M",0
"24 - 26","CABA","3 - 5","3 - 4","HelpDesk","Full-Time",4,24571.4285714286,"M",0
"21 - 23","CABA","1 - 2","Menos de un año","Manager","Full-Time",4,12857.1428571429,"M",0
"21 - 23","CABA","1 - 2","1 - 2","Administrativo ","Part-Time",2,6300,"M",0
"27 - 30","GBA","3 - 5","3 - 4","Atencion al cliente","Full-Time",1,12142.8571428571,"M",0
"31 - 33","CABA","8 - 10","6 - 7","Repositor","Full-Time",2,16428.5714285714,"M",0
"27 - 30","GBA","8 - 10","4 - 5","DBA","Full-Time",4,36000,"M",0
"18 - 20","GBA","3 - 5","1 - 2","QA / Tester","Remoto (empresa de otro país)",4,12000,"M",0
"24 - 26","CABA","1 - 2","1 - 2","soporte tecnico","Part-Time",2,12857.1428571429,"M",0
"24 - 26","GBA","3 - 5","1 - 2","Tecnico administrativo","Full-Time",3,28571.4285714286,"M",0
"27 - 30","GBA","8 - 10","8 - 9","operario de extrusora","Full-Time",2,14000,"M",0
"34 - 36","CABA","3 - 5","1 - 2","SysAdmin / DevOps","Full-Time",3,24285.7142857143,"M",1
"34 - 36","CABA","3 - 5","1 - 2","SysAdmin / DevOps","Freelance",4,17142.8571428571,"M",0
"27 - 30","CABA","8 - 10","8 - 9","Técnico Radiólogo ","Part-Time",3,18000,"M",0
"37 - 40","GBA","10+","3 - 4","Rrhh","Full-Time",4,45000,"M",0
"37 - 40","CABA","8 - 10","9 - 10","Networking","Full-Time",3,43000,"M",0
"27 - 30","GBA","8 - 10","6 - 7","Peajista","Full-Time",5,28571.4285714286,"M",0
"31 - 33","CABA","8 - 10","Menos de un año","Developer","Full-Time",1,12857.1428571429,"M",0
"24 - 26","CABA","5 - 7","1 - 2","Developer","Full-Time",4,31428.5714285714,"M",0
"37 - 40","CABA","5 - 7","5 - 6","chofer","Full-Time",3,21428.5714285714,"M",0
"24 - 26","CABA","3 - 5","1 - 2","a","Full-Time",3,21285.7142857143,"M",0
"31 - 33","CABA","10+","2 - 3","PM","Full-Time",2,42600,"M",0
"27 - 30","CABA","5 - 7","2 - 3","HelpDesk","Freelance",3,20000,"M",0
"27 - 30","CABA","8 - 10","3 - 4","Middleware","Full-Time",3,40000,"M",0
"21 - 23","CABA","Menos de un año","Menos de un año","Developer","Full-Time",4,12000,"M",0
"24 - 26","CABA","3 - 5","1 - 2","SysAdmin / DevOps","Full-Time",3,17142.8571428571,"M",0
"41 - 45","Mendoza","10+","10+","SysAdmin / DevOps","Full-Time",2,32857.1428571429,"M",0
"34 - 36","CABA","8 - 10","9 - 10","Developer","Full-Time",1,20000,"M",0
"34 - 36","CABA","8 - 10","3 - 4","Networking","Full-Time",1,15000,"M",0
"27 - 30","Cordoba","8 - 10","8 - 9","Networking","Full-Time",2,8640,"M",0
"34 - 36","GBA","8 - 10","5 - 6","SysAdmin / DevOps","Full-Time",1,23000,"M",0
"41 - 45","CABA","10+","10+","Tecnico","Full-Time",3,30714.2857142857,"M",0
"21 - 23","CABA","1 - 2","Menos de un año","Developer","Full-Time",4,21000,"F",1
"34 - 36","CABA","5 - 7","2 - 3","SysAdmin / DevOps","Full-Time",3,28571.4285714286,"M",0
"27 - 30","CABA","1 - 2","6 - 7","PM","Full-Time",4,18000,"M",0
"27 - 30","CABA","8 - 10","7 - 8","Técnico","Full-Time",2,19285.7142857143,"M",0
"27 - 30","CABA","3 - 5","1 - 2","SysAdmin / DevOps","Full-Time",3,19954.2857142857,"M",0
"34 - 36","CABA","10+","10+","Soporte nivel 2","Full-Time",4,41428.5714285714,"M",0
"27 - 30","GBA","3 - 5","3 - 4","vendedor","Full-Time",2,14285.7142857143,"M",0
"24 - 26","CABA","3 - 5","3 - 4","HelpDesk","Part-Time",1,6428.57142857143,"M",0
"21 - 23","CABA","Menos de un año","Menos de un año","Maquinista","Full-Time",2,12142.8571428571,"M",0
"27 - 30","GBA","10+","4 - 5","Networking","Full-Time",4,43571.4285714286,"F",0
"41 - 45","CABA","10+","Menos de un año","SysAdmin / DevOps","Full-Time",3,39000,"M",1
"34 - 36","CABA","8 - 10","2 - 3","Tech Director","Full-Time",3,70000,"M",0
"27 - 30","CABA","3 - 5","5 - 6","Designer","Full-Time",2,15714.2857142857,"M",1
"37 - 40","CABA","10+","8 - 9","SysAdmin / DevOps","Full-Time",2,26033.62,"M",0
"34 - 36","GBA","10+","2 - 3","SysAdmin / DevOps","Full-Time",2,21428.5714285714,"M",0
"24 - 26","CABA","5 - 7","2 - 3","Infosec","Full-Time",3,31428.5714285714,"M",0
"37 - 40","CABA","10+","1 - 2","SysAdmin / DevOps","Full-Time",4,32857.1428571429,"M",0
"31 - 33","GBA","10+","4 - 5","Jefe de Sistemas","Full-Time",2,42142.8571428571,"M",0
"31 - 33","GBA","10+","3 - 4","SysAdmin / DevOps","Full-Time",3,24000,"M",0
"27 - 30","CABA","3 - 5","4 - 5","Developer","Part-Time",3,21634.2857142857,"M",0
"24 - 26","CABA","5 - 7","1 - 2","Administración ","Full-Time",3,16978.5714285714,"M",0
"27 - 30","CABA","5 - 7","3 - 4","Designer","Full-Time",1,18571.4285714286,"M",0
"27 - 30","GBA","5 - 7","3 - 4","Designer","Full-Time",1,12857.1428571429,"M",0
"27 - 30","CABA","8 - 10","2 - 3","PM","Full-Time",4,42000,"M",0
"27 - 30","CABA","1 - 2","Menos de un año","Networking","Full-Time",5,27000,"M",0
"37 - 40","GBA","1 - 2","2 - 3","auxiliar a (empleado de comercio)","Full-Time",2,16714.2857142857,"M",0
"37 - 40","Santa Fe","10+","10+","SysAdmin / DevOps","Full-Time",3,34285.7142857143,"M",0
"27 - 30","CABA","8 - 10","5 - 6","SysAdmin / DevOps","Full-Time",3,34285.7142857143,"M",0
"31 - 33","CABA","8 - 10","6 - 7","SysAdmin / DevOps","Full-Time",3,36000,"F",1
"37 - 40","CABA","10+","10+","Developer","Full-Time",3,42857.1428571429,"M",0
"37 - 40","CABA","10+","6 - 7","Jefe Soporte Técnico","Full-Time",4,32857.1428571429,"M",0
"27 - 30","CABA","3 - 5","2 - 3","SysAdmin / DevOps","Full-Time",3,28285.7142857143,"M",0
"27 - 30","GBA","5 - 7","6 - 7","industria alimenticia","Full-Time",1,6800,"F",0
"27 - 30","Neuquen","8 - 10","5 - 6","Developer","Full-Time",3,30285.7142857143,"M",0
"27 - 30","CABA","3 - 5","2 - 3","Developer","Full-Time",3,24285.7142857143,"F",0
"18-","Santa Fe","Menos de un año","Menos de un año","HelpDesk","Part-Time",1,8571.42857142857,"M",0
"37 - 40","CABA","3 - 5","1 - 2","Developer","Full-Time",4,25714.2857142857,"M",0
"24 - 26","GBA","1 - 2","1 - 2","Developer","Part-Time",2,12485.7142857143,"M",0
"27 - 30","CABA","1 - 2","Menos de un año","Developer","Full-Time",4,20000,"M",1
"21 - 23","CABA","3 - 5","3 - 4","Developer","Part-Time",2,17140,"M",0
"21 - 23","CABA","3 - 5","Menos de un año","Developer","Full-Time",4,28571.4285714286,"M",1
"24 - 26","Santa Fe","3 - 5","1 - 2","Developer","Full-Time",3,25714.2857142857,"M",0
"34 - 36","CABA","8 - 10","6 - 7","Developer","Full-Time",3,34285.7142857143,"M",0
"27 - 30","CABA","8 - 10","1 - 2","Operador","Full-Time",5,27300,"M",0
"21 - 23","CABA","3 - 5","Menos de un año","Soporte de aplicaciones","Full-Time",2,14285.7142857143,"M",0
"24 - 26","CABA","3 - 5","1 - 2","Analista Tecnico Funcional","Full-Time",3,21000,"F",1
"27 - 30","Santa Fe","5 - 7","5 - 6","Developer","Full-Time",2,22200,"M",0
"31 - 33","CABA","3 - 5","3 - 4","SysAdmin / DevOps","Full-Time",3,26571.4285714286,"M",0
"24 - 26","CABA","3 - 5","3 - 4","Developer","Full-Time",3,13000,"M",0
"27 - 30","Cordoba","5 - 7","5 - 6","Consultant","Full-Time",2,26214.2857142857,"M",0
"37 - 40","CABA","10+","10+","SysAdmin / DevOps","Full-Time",5,52857.1428571429,"M",0
"24 - 26","Chubut","1 - 2","1 - 2","Developer","Full-Time",4,24714.2857142857,"M",0
"34 - 36","CABA","10+","10+","Jefatura SAP","Full-Time",4,45714.2857142857,"F",0
"18 - 20","GBA","Menos de un año","Menos de un año","HelpDesk","Part-Time",3,11428.5714285714,"M",0
"46 - 49","CABA","10+","10+","Developer","Full-Time",4,35714.2857142857,"M",0
"27 - 30","Salta","3 - 5","Menos de un año","Developer","Full-Time",4,12000,"M",1
"21 - 23","CABA","3 - 5","Menos de un año","Call center","Part-Time",2,14285.7142857143,"M",0
"21 - 23","GBA","1 - 2","1 - 2","HelpDesk","Part-Time",4,14285.7142857143,"M",0
"31 - 33","CABA","3 - 5","1 - 2","Developer","Full-Time",2,15714.2857142857,"M",0
"24 - 26","Tucuman","5 - 7","4 - 5","SysAdmin / DevOps","Full-Time",2,17142.8571428571,"M",0
"24 - 26","CABA","5 - 7","6 - 7","HelpDesk","Full-Time",3,17857.1428571429,"M",0
"27 - 30","CABA","3 - 5","Menos de un año","Developer","Full-Time",4,22857.1428571429,"M",1
"27 - 30","GBA","3 - 5","2 - 3","HelpDesk","Full-Time",4,21428.5714285714,"M",0
"21 - 23","Cordoba","1 - 2","1 - 2","HelpDesk","Part-Time",5,20000,"F",0
"31 - 33","CABA","5 - 7","4 - 5","HelpDesk","Full-Time",4,26971.4285714286,"M",0
"37 - 40","CABA","8 - 10","1 - 2","SysAdmin / DevOps","Full-Time",3,27857.1428571429,"M",1
"27 - 30","GBA","3 - 5","Menos de un año","Designer","Full-Time",3,20000,"M",1
"31 - 33","CABA","10+","5 - 6","Developer","Full-Time",2,28428.5714285714,"M",0
"24 - 26","CABA","3 - 5","3 - 4","HelpDesk","Full-Time",3,24285.7142857143,"M",0
"31 - 33","CABA","10+","3 - 4","PM","Full-Time",3,40714.2857142857,"M",0
"34 - 36","Cordoba","5 - 7","3 - 4","QA / Tester","Full-Time",2,22857.1428571429,"M",0
"27 - 30","GBA","5 - 7","1 - 2","SysAdmin / DevOps","Full-Time",2,23571.4285714286,"M",0
"27 - 30","GBA","3 - 5","1 - 2","HelpDesk","Full-Time",2,20714.2857142857,"M",0
"34 - 36","GBA","3 - 5","3 - 4","Developer","Full-Time",3,20000,"M",0
"27 - 30","GBA","5 - 7","4 - 5","Developer","Full-Time",3,35714.2857142857,"F",0
"37 - 40","GBA","10+","5 - 6","Gerente","Full-Time",3,36000,"M",0
"21 - 23","Misiones","3 - 5","1 - 2","SysAdmin / DevOps","Full-Time",2,14757.1428571429,"M",0
"27 - 30","CABA","5 - 7","2 - 3","SysAdmin / DevOps","Full-Time",3,21428.5714285714,"M",0
"18 - 20","CABA","Menos de un año","Menos de un año","Soporte tecnico especializado","Part-Time",2,13714.2857142857,"M",0
"27 - 30","GBA","3 - 5","3 - 4","DBA","Full-Time",1,13000,"M",0
"27 - 30","GBA","5 - 7","3 - 4","Networking","Full-Time",3,25714.2857142857,"M",0
"21 - 23","CABA","1 - 2","1 - 2","QA / Tester","Full-Time",2,12500,"F",0
"31 - 33","CABA","Menos de un año","Menos de un año","Jefe de servicio  (mda y sop)","Full-Time",1,16400,"F",0
"31 - 33","Santa Fe","8 - 10","2 - 3","Analista Funcional, Developer ,PMO, Analista BI, Admin SAP","Full-Time",1,27142.8571428571,"M",0
"34 - 36","CABA","8 - 10","8 - 9","Designer","Full-Time",3,21428.5714285714,"M",0
"31 - 33","GBA","1 - 2","1 - 2","QA / Tester","Freelance",2,12000,"M",0
"18 - 20","GBA","1 - 2","Menos de un año","Networking","Full-Time",5,14285.7142857143,"M",0
"24 - 26","CABA","1 - 2","1 - 2","HelpDesk","Full-Time",3,18571.4285714286,"M",1
"27 - 30","GBA","8 - 10","1 - 2","Jefe de soporte técnico","Full-Time",4,35000,"M",0
"24 - 26","CABA","5 - 7","3 - 4","SAP","Freelance",4,78571.4285714286,"M",0
"24 - 26","CABA","3 - 5","3 - 4","Microsoft Consult","Full-Time",1,17142.8571428571,"M",0
"27 - 30","Santa Fe","3 - 5","2 - 3","Localization Lead","Full-Time",2,13571.4285714286,"M",0
"34 - 36","Santa Fe","10+","9 - 10","SysAdmin / DevOps","Full-Time",4,18571.4285714286,"M",0
"31 - 33","Santa Fe","8 - 10","4 - 5","Developer","Full-Time",2,12857.1428571429,"M",0
"18 - 20","CABA","10+","6 - 7","DBA","Part-Time",3,42857.1428571429,"M",0
"41 - 45","CABA","10+","1 - 2","Networking","Freelance",4,41428.5714285714,"M",0
"21 - 23","GBA","Menos de un año","Menos de un año","Ninguno","Full-Time",1,20000,"M",0
"27 - 30","Santa Cruz","8 - 10","1 - 2","HelpDesk","Full-Time",1,17142.8571428571,"M",1
"31 - 33","CABA","5 - 7","4 - 5","Developer","Full-Time",3,15000,"M",0
"24 - 26","CABA","1 - 2","1 - 2","Consultor SAP","Full-Time",1,17857.1428571429,"M",0
"37 - 40","Chaco","5 - 7","4 - 5","Developer","Full-Time",3,14285.7142857143,"M",0
"21 - 23","CABA","1 - 2","1 - 2","Developer","Full-Time",3,18971.4285714286,"M",1
"24 - 26","GBA","3 - 5","2 - 3","Developer","Full-Time",4,27142.8571428571,"M",0
"27 - 30","CABA","8 - 10","Menos de un año","Developer","Full-Time",2,29042.8571428571,"M",0
"18 - 20","GBA","1 - 2","Menos de un año","HelpDesk","Part-Time",4,28571.4285714286,"M",0
"27 - 30","CABA","3 - 5","1 - 2","Operador Lv1","Full-Time",3,14285.7142857143,"M",0
"31 - 33","CABA","8 - 10","3 - 4","PM","Full-Time",3,24428.5714285714,"M",0
"27 - 30","CABA","5 - 7","4 - 5","HelpDesk","Full-Time",3,22285.7142857143,"M",0
"21 - 23","CABA","3 - 5","Menos de un año","HelpDesk","Full-Time",4,19000,"M",0
"27 - 30","CABA","3 - 5","2 - 3","HelpDesk","Full-Time",2,17142.8571428571,"M",0
"34 - 36","GBA","10+","2 - 3","Networking","Remoto (empresa de otro país)",4,28571.4285714286,"M",0
"24 - 26","GBA","1 - 2","1 - 2","SysAdmin / DevOps","Full-Time",3,22142.8571428571,"M",0
"21 - 23","CABA","3 - 5","2 - 3","SysAdmin / DevOps","Full-Time",4,27600,"M",1
"37 - 40","Chubut","8 - 10","7 - 8","SysAdmin / DevOps","Full-Time",4,35714.2857142857,"M",0
"24 - 26","GBA","3 - 5","Menos de un año","Developer","Full-Time",3,28571.4285714286,"M",1
"31 - 33","La Pampa","8 - 10","8 - 9","Emprendedor de mi propia empresa","Full-Time",5,21428.5714285714,"M",0
"24 - 26","CABA","5 - 7","5 - 6","Developer","Full-Time",2,22000,"M",0
"27 - 30","GBA","10+","5 - 6","HelpDesk","Full-Time",4,20000,"M",0
"34 - 36","CABA","3 - 5","1 - 2","PM","Full-Time",1,28571.4285714286,"M",0
"27 - 30","CABA","3 - 5","2 - 3","Developer","Full-Time",4,32000,"M",0
"27 - 30","GBA","3 - 5","1 - 2","Developer","Part-Time",3,7142.85714285714,"F",0
"21 - 23","GBA","5 - 7","2 - 3","HelpDesk","Full-Time",2,8000,"M",0
"21 - 23","CABA","Menos de un año","Menos de un año","Analista BI","Full-Time",2,11501.4285714286,"F",0
"21 - 23","GBA","1 - 2","1 - 2","Tecnico","Full-Time",2,9300,"M",0
"37 - 40","GBA","8 - 10","3 - 4","Networking","Full-Time",1,17142.8571428571,"M",0
"34 - 36","Entre Rios","10+","1 - 2","Developer","Part-Time",4,35000,"M",0
"31 - 33","GBA","10+","10+","SysAdmin / DevOps","Full-Time",3,21428.5714285714,"M",0
"24 - 26","GBA","3 - 5","1 - 2","HelpDesk","Full-Time",2,17142.8571428571,"M",0
"27 - 30","Cordoba","8 - 10","5 - 6","SysAdmin / DevOps","Full-Time",2,21428.5714285714,"F",0
"27 - 30","CABA","8 - 10","3 - 4","PM","Full-Time",3,38571.4285714286,"M",0
"27 - 30","CABA","8 - 10","4 - 5","Developer","Full-Time",3,32857.1428571429,"M",0
"21 - 23","GBA","1 - 2","Menos de un año","Networking","Full-Time",3,15714.2857142857,"M",0
"34 - 36","CABA","8 - 10","2 - 3","Project Manager ","Full-Time",3,30000,"M",0
"27 - 30","CABA","3 - 5","3 - 4","Telecomunicaciones","Full-Time",4,34285.7142857143,"M",0
"31 - 33","Santa Fe","10+","Menos de un año","Consultor de infraestructura y microinformatica","Full-Time",4,15000,"M",0
"24 - 26","CABA","5 - 7","4 - 5","Infosec","Full-Time",2,28000,"M",0
"41 - 45","CABA","5 - 7","5 - 6","SysAdmin / DevOps","Full-Time",3,15000,"M",0
"24 - 26","Entre Rios","5 - 7","1 - 2","Developer","Full-Time",5,42857.1428571429,"M",1
"24 - 26","CABA","5 - 7","1 - 2","Developer","Full-Time",3,37000,"M",1
"27 - 30","GBA","8 - 10","1 - 2","Developer","Full-Time",4,29400,"M",0
"24 - 26","CABA","3 - 5","2 - 3","HelpDesk","Full-Time",3,14000,"M",0
"31 - 33","GBA","5 - 7","4 - 5","SysAdmin / DevOps","Full-Time",4,15000,"M",0
"21 - 23","CABA","1 - 2","1 - 2","QA / Tester","Full-Time",3,22857.1428571429,"M",0
"18 - 20","Tucuman","1 - 2","1 - 2","SysAdmin / DevOps","Part-Time",2,6600,"M",1
"24 - 26","Misiones","1 - 2","1 - 2","Developer","Part-Time",3,8000,"M",0
"27 - 30","CABA","8 - 10","1 - 2","PMO","Full-Time",3,46428.5714285714,"M",0
"24 - 26","CABA","1 - 2","1 - 2","Developer","Full-Time",3,17857.1428571429,"M",0
"31 - 33","GBA","5 - 7","4 - 5","HelpDesk","Full-Time",4,20000,"M",0
"31 - 33","CABA","10+","3 - 4","Infosec","Full-Time",4,32000,"M",0
"37 - 40","GBA","10+","3 - 4","Developer","Remoto (empresa de otro país)",3,29400,"M",0
"31 - 33","Santa Fe","8 - 10","2 - 3","Developer","Full-Time",4,31428.5714285714,"M",0
"24 - 26","Corrientes","3 - 5","2 - 3","HelpDesk","Full-Time",3,16714.2857142857,"M",0
"46 - 49","CABA","1 - 2","2 - 3","Mucama","Full-Time",2,11428.5714285714,"F",0
"18 - 20","CABA","Menos de un año","Menos de un año","Developer","Part-Time",4,9000,"F",0
"21 - 23","CABA","1 - 2","1 - 2","Developer","Full-Time",4,25000,"M",0
"27 - 30","Cordoba","5 - 7","Menos de un año","Developer","Full-Time",3,15714.2857142857,"M",1
"27 - 30","CABA","5 - 7","3 - 4","PM","Full-Time",5,48571.4285714286,"M",0
"24 - 26","GBA","1 - 2","Menos de un año","SysAdmin / DevOps","Full-Time",3,8000,"M",0
"27 - 30","Tierra del Fuego","3 - 5","1 - 2","Developer","Full-Time",2,21428.5714285714,"M",0
"24 - 26","CABA","5 - 7","Menos de un año","Developer","Full-Time",5,43050,"M",0
"24 - 26","CABA","3 - 5","2 - 3","Storage / Backup","Full-Time",3,18571.4285714286,"M",0
"18 - 20","CABA","Menos de un año","Menos de un año","HelpDesk","Part-Time",4,8571.42857142857,"M",0
"21 - 23","Cordoba","Menos de un año","Menos de un año","HelpDesk","Full-Time",3,20000,"M",0
"27 - 30","CABA","3 - 5","1 - 2","Developer","Full-Time",4,38000,"F",0
"27 - 30","GBA","10+","5 - 6","HelpDesk","Full-Time",1,9428.57142857143,"M",0
"34 - 36","Mendoza","8 - 10","2 - 3","Soporte Funcional","Full-Time",4,22857.1428571429,"M",0
"24 - 26","GBA","5 - 7","5 - 6","Distributed and mainframe Ops","Full-Time",4,17000,"M",0
"31 - 33","Cordoba","3 - 5","4 - 5","HelpDesk","Full-Time",2,14285.7142857143,"M",0
"21 - 23","CABA","Menos de un año","Menos de un año","Developer","Part-Time",4,11428.5714285714,"M",0
"34 - 36","Santa Cruz","10+","1 - 2","Networking","Full-Time",5,40000,"M",0
"21 - 23","CABA","3 - 5","1 - 2","Storage / Backup","Full-Time",3,18571.4285714286,"M",0
"27 - 30","Santa Fe","3 - 5","Menos de un año","Networking","Full-Time",3,22857.1428571429,"M",1
"31 - 33","Santa Fe","5 - 7","Menos de un año","tecnico","Full-Time",4,20000,"M",1
"31 - 33","Santa Fe","5 - 7","Menos de un año","tecnico","Full-Time",4,20000,"M",1
"34 - 36","CABA","10+","4 - 5","SysAdmin / DevOps","Full-Time",1,14000,"M",0
"31 - 33","CABA","5 - 7","2 - 3","SysAdmin / DevOps","Full-Time",2,21000,"M",0
"21 - 23","GBA","Menos de un año","Menos de un año","Developer","Full-Time",5,10000,"M",0
"34 - 36","CABA","8 - 10","4 - 5","Business Intelligence","Full-Time",1,29000,"F",0
"27 - 30","GBA","5 - 7","4 - 5","Funcional","Full-Time",3,18000,"M",0
"24 - 26","CABA","5 - 7","5 - 6","SysAdmin / DevOps","Full-Time",2,16285.7142857143,"M",0
"27 - 30","GBA","10+","4 - 5","Técnico","Full-Time",4,20857.1428571429,"M",0
"27 - 30","CABA","3 - 5","2 - 3","Developer","Full-Time",4,41000,"M",0
"24 - 26","CABA","3 - 5","2 - 3","DBA","Part-Time",3,30000,"M",0
"21 - 23","CABA","1 - 2","1 - 2","HelpDesk","Part-Time",3,10714.2857142857,"M",0
"34 - 36","CABA","8 - 10","2 - 3","Developer","Full-Time",3,40000,"M",0
"27 - 30","Tucuman","1 - 2","Menos de un año","Developer","Full-Time",4,21428.5714285714,"M",0
"34 - 36","CABA","10+","5 - 6","PM","Full-Time",4,64285.7142857143,"M",0
"41 - 45","CABA","10+","9 - 10","PM","Full-Time",2,42857.1428571429,"M",0
"24 - 26","Cordoba","3 - 5","3 - 4","Infosec","Full-Time",4,45000,"M",0
"24 - 26","Santa Fe","1 - 2","1 - 2","Developer","Full-Time",2,15714.2857142857,"M",0
"21 - 23","CABA","Menos de un año","Menos de un año","Developer","Full-Time",3,12000,"M",0
"18-","CABA","1 - 2","1 - 2","SysAdmin / DevOps","Freelance",5,75000,"M",0
"34 - 36","CABA","10+","10+","SysAdmin / DevOps","Full-Time",3,35714.2857142857,"M",0
"21 - 23","Corrientes","Menos de un año","1 - 2","Developer","Full-Time",3,21428.5714285714,"M",0
"31 - 33","CABA","8 - 10","Menos de un año","DBA","Full-Time",5,32857.1428571429,"M",1
"31 - 33","Santiago del Estero","3 - 5","4 - 5","Infosec","Full-Time",3,27142.8571428571,"M",0
"24 - 26","CABA","3 - 5","1 - 2","soporte tecnico, adm de dominio y adm de plataforma google","Full-Time",3,17142.8571428571,"M",0
"31 - 33","Cordoba","1 - 2","1 - 2","Developer","Full-Time",4,13000,"M",1
"31 - 33","CABA","8 - 10","8 - 9","Designer","Full-Time",2,30000,"M",0
"31 - 33","Santa Fe","8 - 10","5 - 6","SysAdmin / DevOps","Full-Time",2,21428.5714285714,"M",0
"37 - 40","Santa Fe","10+","2 - 3","SysAdmin / DevOps","Part-Time",2,14285.7142857143,"M",0
"31 - 33","Chaco","8 - 10","6 - 7","Developer","Full-Time",3,21672.8571428571,"M",0
"27 - 30","CABA","3 - 5","4 - 5","Developer","Full-Time",3,35714.2857142857,"M",0
